Label_Emosi,Teks_Komentar
Disgust,"gejek ujung,, ya mintak maaf.preeeeet kalo tdk ada kesengajaan"
Anger,KOE MANEHHHH!!
Disgust,GK bisa d maaf kn
Disgust,Tangkap dan adili Resbob.!!!
Neutral,"""masih tidak percaya sedikitpun,ucapan itu keluar dari mulut saya"" Mabora loh 👀"
Anger,ciduhan dak bisi nga lobaan
Disgust,ga ada maaf
Disgust,"saya Sunda saya memaafkan tp hukum tetep harus berjalan, gak adil klo minta maaf trus beres,, gtu ya paham kan lur"
Disgust,🤣🤣🤣 kumaha cenah
Disgust,lain kieu carana tibang hayang viral mah
Disgust,ges di sebut anyeng ayena angap dulur kocak😆
Disgust,🤣🤣🤣
Anger,si moyet
Disgust,enak benar.minta.maap.
Disgust,"tidak perlu minta maaf,anda sudah benar kok di jalan yang bener🙏🏻"
Anger,😡😡😡
Disgust,kunaon atuh Ari di urus ku orang Sunda make ngabangus Kitu mang
Disgust,eweh eweh hampura2an lah.
Disgust,🤣🤣🤣🤣
Disgust,"Nanaonan atuh Ari sia, cageur!"
Disgust,proses hukum kawal terus sampai pakai oren
Disgust,maaf boleh saja tapi ujaran kebencian tetap ada hukum yg berlaku
Anger,NU kiye mah di ciduhan geh palid
Disgust,"karena mulut badan binasa, nasi sdh menjadi bubur.. terimalah secara GENTLEMAN."
Disgust,proses hukum harus tetap berjalan
Disgust,moal di Terima bos
Disgust,halah t3lat bozz
Disgust,tangkap proses hukum
Disgust,bunda anak bunda 🤣🤣🤣
Disgust,"hampura mah hampang
...proses hukum kudu"
Disgust,proses saya Sunda asli tak terima dengan kelarifikasi anda hukum
Neutral,memalu kn
Disgust,makana lisan itu harus di jaga🥰
Disgust,hinaan di bles maaf GK imbang 😤
Disgust,Tidak ada maaf bagimu
Disgust,urang deul ahh
Disgust,proses hukum tetap kalu nga hukum adat
Disgust,proses ga ada maaf...hukum tetap berjalan
Anger,Ciduhan barudak 123
Disgust,km cocoknya jualan kue pancong...plus kopi ....
Disgust,kami Tidak menerima
Disgust,"waktunya hukum yang bertindak..
biar tidak ada lagi yang di hina oleh oknum yg tidak bertanggung jawab"
Anger,Kudu di salam olahraga hela ie mah
Anger,tindak lanjut hukum dia
Disgust,TIDAKKKK.PROSES HUKUM HARUS TETEP JALAN...KOK ENAK MINTA MAAF...!
Anger,kade orng Sunda mah bisa berbuat sesuatu tanpa harus nyentuk bos
Disgust,emang semdah itu minta maap.
Disgust,Segampang itu😂
Disgust,gampang menta maaf mah
Anger,Hati2 Lo ketemu.anak Viking
Disgust,"makanya kalau ngomong itu di pikir dulu kang, kalau kini nasi sudah menjadi bubur,."
Disgust,GREMET aing da
Disgust,ok di maaf kan..tapi hukum ttp berlaku...
Disgust,maneh kalah curcor jang...lucu maneh🤣🤣🤣🤣
Disgust,proses hukum tetep lanjut!
Disgust,tidak menerima klarifikasi.proses hukum
Disgust,sia nyungur na padu wae
Anger,ah siah tangkurak hukum ttep di lanjut
Neutral,itu gunanya kita selalu harus jaga lisan.
Disgust,"bawah k jalur hukum,, putar bale"
Disgust,aing org Sunda teu narima
Disgust,Halahhh basii
Disgust,ah biyawak
Disgust,semudah kah itu minta mf'
Disgust,"DIMAAFKAN PASTINYA
TAPI PROSES HUKUM BERJALAN SEBAGAIMNA SEHARUSNYA"
Disgust,Au Ah gelap
Disgust,proses hukum
Anger,aku TDK terima ucapan mu yg sudah menghina org Sunda. Krn aku di lahirkan oleh org sudah.😡😡😡
Disgust,sudah terlanjur..bro ..serah diri aja ke Polsek sekitar
Disgust,muka B2
Disgust,proses secara hukum aja
Disgust,nepal kan
Disgust,Di bentar gelap ⚡ sugan Dia
Disgust,"kecelakaaan ?
Maaf sudah disediakan banyak, silahkan ambil di LP Cipinang dan di Nusakambangan ..."
Disgust,moal di maaf ken ges hina suka urng sunda
Disgust,saudara siapa bang?
Disgust,curhat dong mahh
Disgust,ooh ini toh orangnya
Disgust,ulah di hampura dakkkk
Neutral,Ngak usah minta maaf amat deh …..ngak usah…anda memang sudah benar kok…..ayokk laaaa ucapan mu bener kok mas….
Disgust,proses
Disgust,kenapa langsung klarifikasi pas Abah mau nyari takut ya ??
Anger,orang mna sia bosss aing orang Sunda
Disgust,"makanya bang pentingnya berpikir sblm bicara,,"
Disgust,kok lemes 🤣
Disgust,proses hukum Bae bos
Disgust,makanya ngomong jangan se enaknya.
Disgust,"siapa pun yang salah,,hrs di pertanggung jawaban kan,,,"
Anger,"gw di cintai sama resbob
aku lanang loh mas😹😹"
Disgust,alah Ari ges ngahina loba anu ngahujat kakara menta maaf
Anger,Sok kdieu ka Tasik....!
Disgust,"alah ulah sok mawa"" nu lain salah tetep salah"
Disgust,Mukanya jadi tambah JELAS🥺
Sadness,Aku suku sunda merasa ga enak
Disgust,ga ad kata maaf woy
Neutral,kadiye dia
Disgust,hukum tetap jalan....negara bukan negara maaf....ini negara hukum
Disgust,tangkap penjara jadi jera
Disgust,Hahahah jangan di maafin
Disgust,saya ora ng sunda tida nerima pripikasi ini tida sangenah na mita maap
Disgust,sori yah untuk memaaf kan enak ajah hukum tetap berjalan brro
Disgust,Tenarima hampura aing orang sunda
Disgust,melas kitu
Disgust,picacapekeun wae atuda siamah
Disgust,enteng amat ngomong nya
Disgust,cinta2 Bereskan Jalur hukum 🔥
Neutral,😁
Anger,Mending di adu we mang dari pada diskualifikasi mah
Neutral,gw orang sudah jga
Disgust,"buat yang bilang sunda baperan, kalau meme dan isi kontennya lucu sih gak masalah, yang jadi masalah adalah dia bicaranya serius dan bukan konten lucu"
Disgust,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Disgust,maaf makanya kalau punya lisan di jaga pakai bahasa yg sopan jangan asal jeplak.
Disgust,tiada maaf
Disgust,wong padang ro ono sing koyo ngono
Neutral,"gara gara sebotol minuman respon dia ngomong sembarangan,gara gara sebotol minuman dia ngomong belepotan 🔥🔥🔥"
Disgust,baru di omongin langsung klarifikasi
Anger,"siap siap aja
waktu na ngulisik urang Sunda...derr...ah"
Neutral,"heug jang di hampura keun ulah sakali deui, ngan hayang ceuli hela hiji we, ke urang malik menta hampura bae teu☺️"
Disgust,"TE cukup ku menta hampura lur...
nyeri hate mh TE cukup ku ucapan..
kudu d proses hukum Poko nmh"
Disgust,"sunda mah bageur saling memaafkan,tapi nu iye mah moal di hampurakeun."
Disgust,😁😁😁
Neutral,💗
Disgust,makanya kl ngomong itu di pikir dulu
Disgust,tetap di hukum. gak ada klafikasi
Disgust,saya orang sunda asli saya tidak menerima maaf anda
Neutral,Kita harus saling menghormati kita kan Bineka Tunggal Ika
Disgust,kalaw pedang lukai tubuh masih ada harapan sembuh kalaw lidah lukai hati kemana obat hendak dicari jaga lisan jangan asal bicara
Anger,PENJARAKAN 🔥
Disgust,pling muak liat orng klaripikasi.
Anger,kasihh duel sama sayang bang
Disgust,lah anak Amanatul ummah😂😂
Disgust,🤣🤣🤣🤣
Anger,rek jalur langit GE bisa aing
Disgust,te hayang narima aing MH
Sadness,resbuy resbuy🥀🥀
Disgust,klarifikasi caduklah.Sunda nih bosss oyag hiji oyag kabeh
Disgust,maka nya kalau ngomòng jangan asal jeplak
Disgust,tetap harus lanjutkan ke jalur hukum...
Fear,klo hukum indonesia yidak adil.sya yakin suku sunda akn marah besar
Neutral,dewasa bukan tentang usia tetapi tentang SIKAP semua orang bisa tau tapi belum tentu bisa sewasa☺️
Disgust,saya tidak terima bro
Anger,Angkuuuuut
Disgust,makax pak jgan asal bicara
Disgust,untung gk sampe ke sumatera
Disgust,"mau bilang gak sadar tp lagi nyetir mobil
emang ada org gak sadar nyetir .?"
Disgust,"ihh buset tiba² amat di anggap dulurr, mbung ah boga dulur jiga kie"
Disgust,maka nya ngomong asal jangan jeplak
Neutral,py ikiiiii😆😆😆😆
Disgust,lagi nyanyi bro
Disgust,tetap feroses
Disgust,proses hukum pokona mh
Disgust,belgedes
Disgust,masa iya cuma klarifikasi aja ga ada kelanjutan 😁
Disgust,g ada maaf buat mu
Disgust,moal dihampura
Disgust,GK ada kata maaf bagimu....
Anger,nu kie mah di ciduhan geh palid
Disgust,jaga bangus mu
Disgust,Saya asli orang Sunda gk ada kata maaf.....
Neutral,saya sebagai org Betawi sy maafin 🤭🤭🤭
Disgust,enak banget......
Disgust,di baledog kunaon
Disgust,ngaku saudara tp kok menghina
Disgust,mantapp....mulutmu harimau mu...
Neutral,aya aya wae orang Sunda di lawan😂
Anger,prettttt
Neutral,bang lidah itu tajam melebihi tajamnya pedang
Disgust,ahh euweuh euweuh
Anger,"siap siap aja
waktu na ngulisik urang Sunda...derr...ah"
Disgust,kumaha sia
Disgust,😂😂😂
Anger,jangan kau bawak2 nama orang Padang.
Disgust,klarivikasi sehari seratus kali tetap proses hukum
Disgust,kemarin bilang nya gak gtu🗿
Disgust,"Hadir dari banten, Sya tidak Terima dengan ucapan anda telah menghina suku Sunda"
Disgust,"proses hukum harus berlanjut
kami suku Sunda tidak Terima klarifikasi
apapun alasannya"
Disgust,"selegram..konten kreator..dan sebagainya cuma akting aja..mereka buat video agar viral aja..semakin gaduh semakin viral semakin banyak uang masuk...
tinggal ucap ""maaf"" aja sdh selesai masalah.."
Disgust,aing asli Garut tesudi teuing kudu ngahampura
Disgust,proses hukum tetep berjalan....jngn Kash maaf buat perhatian yg lain .alasan apa pun
Anger,"Tidak ada maaf bagi lo BOB,fuck 🖕"
Disgust,"Ntos kieu klarifikasi ari pas nghina sangenah na,,teu bisa dpake lulucon woy"
Anger,aprok teungeulan weh
Disgust,"baru d,ingat semuah"
Neutral,maaf saya tidak bisa memaafkan anda !!
Disgust,😁😁😁😁😁
Disgust,tebisa coy
Disgust,🤣
Neutral,iki lo rek jupuk o sitok sitok
Anger,pretttt
Disgust,tak ada maaf bg mu?
Disgust,"sambil nyetir loh ngomongnya,berarti dalam keadaan sadar"
Disgust,hukum
Disgust,"gini2 aja dinegara ini,buat salah, klarifikasi,minta maaf dan selesai 😔"
Disgust,Pasti...Dia Menyesal Lurrr
Neutral,masak gtu langsung takut GX sesuai ma pas LG ngomong
Disgust,kalem pisan euy.te jiga ker ngahina suku Sunda.
Disgust,makanya KLO mabok kontrol tek
Disgust,"dia ulah gagabah Makana,,"
Neutral,"Lidah Tak Bertulang.
Krn itu Hati-hatilah jika mengeluarkan ucapan.
Krn apa yg sdh Terucap,,
tdk bisa ditarik kembali."
Disgust,proses hukum tetap berjalan
Disgust,gak perlu minta maaf.harus proses
Disgust,😅😂🤣🤣melempem. kalou ketangkep
Disgust,itu yang ngomong alkohol 😂
Disgust,Eleuh kalem euy ayeuna mah 🤧
Disgust,"jalankan proses hukum yg adil dn bijaksana,jgn pernah pandang bulu,jika setiap masalah bisa di selsaikan hanya dgn kata ma'af,,ini bisa jadi permainan bagi orang2 yg bermasalah,dn ini bisa jadi senjata ampuh untuk mereka yg berbuat kesalahan apapun itu,,lalu guna hukum di negara ini untuk apa,jika setiap masalah,besar maupun kecil bisa beres hanya dgn satu kata maaf,,maaf itu jelas sangat perlu dn harus atas kesadaran diri,,tapi ingat,,kita juga harus bisa mempertanggung jawabkan hukum nya supaya jadi pelajaran untuk kita semua 🙏"
Disgust,"Sok we nu penting mah hukum heula, urusan hampura mah gampang mang😊
Ttd. Maung Bandung"
Disgust,hahaha😂
Disgust,bui keun montong ukur hampura..sok cing tegas aparat teh..
Anger,"podaran kaang, tumaan"
Disgust,saya suku jawa terus terang ga trima penghinaan/ ujaran kbencian trhdp suku sunda.
Disgust,jiahhh
Anger,tangkurak hulu dia.. hayang podar dia. lamun lumpat ka daerah baduy banten moal teu dipodaraan
Disgust,tidak menerima klarifikasi anda
Anger,"Cepat atw lambat, PASTI AKAN KETEMU"
Disgust,"hukum tetap berlaku,jangan SE enaknya cuma permohonan maaf aja"
Disgust,heleh gak gablek
Disgust,pakai hukum adat Sunda barujelas
Disgust,"masuklah ditengah"" dsunda minta maaf"
Disgust,"ntos kitu bae mang...?
🤭"
Disgust,jangan mau Damai. lanjut laporin.
Disgust,maaf sy blm bisa menerima kt maaf mu bang 🙏Krn sy asli Sunda 🙏
Disgust,tapi saya GK mau maapin.kecuali hukum trus lanjut
Disgust,"dapat baju baru tuh....
mau di titipin autan apa sofel."
Disgust,baru sadar ya bro
Disgust,hukum tetap jalan orang sunda tetap pemaaf rendah hati santun tapi ttp jalan hukum
Anger,katakan preettt… apa itu klarifikasi
Disgust,Kumaha mun aing nyerenteng
Disgust,udah telat plenyun minta maaf nya
Disgust,klasifikasi terakhir beliau 🤣
Disgust,Nye Nye Nye Nye Nye Nye 😹😹
Neutral,😃😃😃
Disgust,bosen dengerin klarifikasi
Disgust,hoeekkk cuhhh.....
Neutral,"Bila pedang lukai tubuh masih ada harapan sembuh, bila lidah lukai hati kemana obat hendak dicari."
Disgust,"mani pikarunyaen,kamari mani hebat eta ngomongna ngahaloken orang Sunda"
Disgust,masuk sel polres dlu
Disgust,"ya allloh mas, mas....."
Disgust,orang jawa menyebutnya Nyambek.
Disgust,pokonya di tangkap
Disgust,😂😂😂
Disgust,"hukum harus berjalan..., kawal kasus ini ..."
Disgust,lanjut proses hukum
Disgust,"ga ada maaf, kasih dlu kuping mu sebelah"
Disgust,ngapain kayak gini enak bener beres livv pasti ketawa twa
Anger,"dihampura sujang...
tapi menta ceuli hiji jeung huntu opat."
Disgust,enga ada maaf
Disgust,Tujukkan dulu Ijazah mu.........
Disgust,maaf diterima LAPORAN JALAN TERUS. Apkam dan penagak hukum orang sunda akan kawal.
Anger,salam olahraga dulu lah baru di maafkan
Disgust,peot Ning ....😁
Disgust,nah jadi apa jua baku pank' akal'pikiran
Disgust,ah tenarima menta hampura dinu layar mah
Disgust,"aku jasun Jawa Sunda, tidak terima juga"
Disgust,iyaa kan minta maaf juga ujung2 nya wkwkw 🤣
Disgust,ko curhat
Disgust,makanya kalow mu gomong di pikir dulu sebelum ber tindak sebelum bicara jangan asal bicara
Disgust,😂😂
Neutral,aku jasun suamiku Sunda Alhamdulillah
Disgust,kumaha maneh we
Disgust,tong di hampura ges ngahina kalahiran aing ...
Neutral,preeeettt...
Anger,No no no......😡
Disgust,"lho yo,,,minta maaf ujunge"
Anger,paehan dak bisi ngaloba'an 😏
Disgust,gak ada itu ..
Disgust,"pasti ujungnya minta maaf, harus di tindak hukum."
Neutral,kameramen 🗿
Disgust,berak gak terasa
Disgust,"biasa sudah klo orang kuat, bikin salah lali klarifikasi pasti itu...."
Neutral,g
Disgust,😏
Anger,arek naon di proses secara hukum nu kieu mah proses ku warga jabar we
Disgust,masih mahasewa dia 🤣🤣
Anger,kudu di bawa k bndng
Disgust,hukum harus berjalan
Neutral,🥰
Disgust,"Heu euh, atuh lambey na teu nyakola."
Anger,"gak matukio, ma'af"" oppo"
Disgust,"𝕜𝕒𝕝𝕠 𝕤𝕖𝕞𝕦𝕒 𝕞𝕒𝕤𝕒𝕝𝕒𝕙 𝕓𝕚𝕤𝕒 𝕤𝕖𝕝𝕖𝕤𝕒𝕚 𝕕𝕘𝕟 𝕔𝕒𝕣𝕒 𝕞𝕚𝕟𝕥𝕒 𝕞𝕒𝕒𝕗 𝕤𝕖𝕞𝕦𝕒 𝕠𝕣𝕘 𝕡𝕒𝕤𝕥𝕚 𝕒𝕜𝕟 𝕓𝕖𝕣𝕓𝕦𝕒𝕥 𝕙𝕒𝕝 𝕪𝕘 𝕤𝕒𝕞𝕒 𝕥𝕣𝕤 𝕞𝕚𝕟𝕥𝕒 𝕞𝕒𝕒𝕗 𝕤𝕖𝕝𝕖𝕤𝕒𝕚, 👍"
Disgust,penjarakan 😆 pokonamah ulh di bere ampun
Disgust,moal di hampura ken
Anger,Resbob orang macam kou semoga berumur pendek amiiiin 🤲🤲🤲
Anger,"terlanjur bro Takan mf""in.😄"
Neutral,cuma orang Jawa yang hati nya lembut
Disgust,"pucat kan
mulutmu hari maumu
hukum harus di tegakkan"
Neutral,Mapus
Neutral,aing.suku.sunda
Disgust,utamakan proses hukum
Disgust,parah kmu bang
Disgust,paket sedang di kemas ker di kirim ku abah budi Dalton tungguan we
Disgust,udah kuat ini orang...
Disgust,"maaf gampang bos,,tapi harus di adili dulu baru beres"
Disgust,ujung2ny mint mf kn😅
Disgust,Proses hukum harus tetap di terapkan
Disgust,betullll
Disgust,kpn dia ngomong kitu
Disgust,satu orang aja ko repot
Neutral,😘
Disgust,tidak di terima ucapan maaf
Disgust,telat luh
Anger,anj
Disgust,habis gelap terbitlah terang
Anger,kudu jeung kawani na nyinggung teh euy...
Anger,😡😡😡
Disgust,tekudu menta maaf
Disgust,xpayah mnta maaf...benda kecik ke.....
Disgust,GASS
Disgust,"jangan maafkan kfn itu sengaja bkn mabuk ,,"
Neutral,🥰
Anger,takut yaa nyawa terancam
Disgust,lemes amat coy
Neutral,hadir dari Garut
Disgust,🤣🤣🤣🤣
Disgust,proses hukum tetap berjalan
Disgust,emang sunda soudara dia?
Disgust,"tiada kata maaf,..proses hukum tetap jalan...."
Disgust,maka nya kalo ngomong pake uteuk
Neutral,baru. nyesal. ya
Disgust,"sangeunahna klarifikasi, kekeh we kahayang aingmah proses hukum kudu tetep jalan pokonamah."
Disgust,"cuh,,, saember"
Disgust,ga ada maaf
Neutral,🗿
Neutral,JARWO
Disgust,takutluuu
Neutral,🥰🥰🥰
Anger,berak
Disgust,"nasi udah jadi bubur, telat dong oo."
Disgust,"aduh cek gampang e lek jalok sepuro Ndak eleng nng omong e Iko nantang"" proses hukum AE"
Disgust,abi orang sunda tt nampi permohonan maaf na . asa dihina orang sunda teh .
Disgust,haduh hati2 KL LG di sosmed
Disgust,"aing terima maaf tapi tetap, jalur hukum"
Disgust,"maaf diterima, proses hukum tetep berjalan"
Neutral,"saya bangga tinggl di suku Sunda dan saya selalu di segani sama orang orang... pokonya Sunda isdebas walaupun saya berasal dari Jawa tengah,"
Sadness,maka kita sebagai manusiya sama 2 umat alohh kia biyar sakit hati sama sese orang jagan bawak suku mas teman sendri belum tentuhati nya seperti malaikat sadara kandung punjuga belum tentu juga hati nya baik ibarat pepatah mas air lauwut bisa kita ukur hati manusiya kita gak bisa ukur sabar lah serah kan pada alohh banyak berdoa aja mas
Disgust,kan udah di bilangin jangan mehina suku mas
Anger,AING LAIN DULUR SIA
Disgust,"Kalau bawa2 suku jgn bgitu bro#senstive,tmbh lgi di media sosial..Slm dri Borneo"
Anger,prett
Disgust,Tetap proses sampai baju orange
Sadness,semoga amal ibadah nya diterima allah swt 🙏🙏
Disgust,ga di kasi cobaan malah cobain cobaan😂
Disgust,Dan hormat pulak😁😁😁😁😁
Disgust,moal di hampura....
Disgust,🤣
Disgust,ngapain minta maaf ms 😁😁😁
Disgust,"TDK ada kata ma,af buat org yg sudah menghina ras ataw suku.ingat itu jalur hukum yg harus di jalani bukan kata ma,af"
Disgust,sya orng mjngka tdak trima ucapan mu
Disgust,harus tetap d proses
Disgust,mknya
Anger,ogah lanjut terus .
Disgust,tebak parab
Anger,🔥🔥🔥
Disgust,tetep proses
Disgust,"penjarakan,,,proses hukum, jangan di maafkan"
Sadness,penghinaanmu menyakitkan hatiku
Neutral,gah
Disgust,klaripikasi boleh aja tapi engga semudah itu proses hukum harus tetap berjalan. biar ada epek jera juga buat kita semua agar kejadian ini tidak ada lg
Disgust,"tong kosong nyaring bunyinya, moal baleg"
Disgust,hukum di tegak kan
Disgust,"percuma klarifikasi, krna org Sunda terlanjur terluka......."
Neutral,"InsyaAllah, semoga pintu maaf terbuka lebar..."
Disgust,gandeng dia lah
Disgust,banga ahk ngahampurakeun nana ge
Disgust,embung aing mah ah...
Disgust,ini bukan kata2 Dia tapi setingan AI
Disgust,😁
Disgust,aink moal bisa mere hampura dimna sia. ayena
Disgust,"Kalo mau hina, Jawa aja bang, gak baper 🤣"
Disgust,maaf tapi proses hukum tetap berjalan
Anger,PROSES SECARA HUKUM ATAU DIMANAPUN KETEMU SALAM OLAHRAGA.
Disgust,menurut saya org Sunda suku yg Ramah saya org Melayu berteman dgn org Sunda TDK prnh brselisih LGI pula apa yg haruss di selisih kan
Anger,aink lain sodara sia anjj
Disgust,preeet preeeet preeet
Disgust,proses hukum yg kita kedepankan
Anger,bisi ngaloba an kudu di kumaha ken ieu
Fear,"Aing urang Sunda
Proses secara hukum
karena ucapnya mengandung sara
yang bisa menyebabkan perang antar suku,proses secara hukum !!!"
Disgust,ga dulu barudakkk
Disgust,PROSESSSS HUKUMMM KAMI WARGA MEDAN GA TERIMA
Disgust,tetap tangkap
Disgust,tetep harus proses hukum
Disgust,weh weh kok tidak garang
Disgust,wong aleman
Anger,pada ngomong ap sih ciduhan heula ap artinya GK paham
Disgust,Alah antemi ae
Disgust,naon maksud na dia mawa mawa sunda
Disgust,ya gitu..ujung ujung nya klarifikasi
Disgust,aing asli Cirebon Sunda aing te tarima
Anger,preettt....
Disgust,"Ah pokona teu hayang nyaho,kudu di bere pelajaran hla"
Anger,podaran
Disgust,waduk ahh
Disgust,😅😂😅😂😅😂
Disgust,mmang mulut lbih tajam dari pada pang
Anger,maaf maaf we king A5U 😡
Disgust,"tangkap poko na mah, aing Sunda asli amat sangat tersinggung, dan sakit hati"
Disgust,udah tau ga masuk akal tapi di sebut toll
Disgust,blum lebaran ntr lebaran baru maafin
Anger,teu narima aing nying ah ngan ukur ngomong maaf mah jang
Disgust,"makanya kalau ngomong itu di pikir dulu kang, kalau kini nasi sudah menjadi bubur,."
Disgust,lagu lama
Disgust,😂😂😂😂😂😂
Disgust,pasti ujung na kieu ah eweh deui kelar weh masalah na
Disgust,Hukum tetap di tegakkan.....
Disgust,ngomong naon maneh
Anger,kehed mah siah
Anger,Ciduhan barudak😂
Neutral,saya orang Jawa juga mas
Disgust,tiada maaf bagimu 😂
Neutral,"Lidah Tak Bertulang.
Krn itu Hati-hatilah jika mengeluarkan ucapan.
Krn apa yg sdh Terucap,,
tdk bisa ditarik kembali."
Anger,KASIH FAHAM DULU EUY
Disgust,lain kali di sosmed.... Jangan bawa atas nama suku ....yah....
Disgust,🤣🤣🤣🤣🤣🤣🤣😂😂😂kok melempem 😎😎😎
Disgust,😂
Disgust,keder...ya mas
Disgust,"tuhan akan memaafkan, tapi henteu keur orang Sunda🔥"
Disgust,proses hukum lah biar jera
Disgust,gada maaf
Disgust,What does sorry you mean being do you did it
Disgust,"saya tidak butuh kata maap,aink urg Sunda,,,"
Disgust,tiada maaf bagi mu
Disgust,"nyeri hate dibales maaf? cih, baleg moal? 😂"
Anger,wass kuaing nukieumah aing pasundan majalengka'
Disgust,ujung2 mntaaaf tp ya tetap saja harus bertanggung jawab alasanya apa bicara seperti itu
Disgust,proses hukum jngan hanya permintaan maafan kasusnya selesai
Disgust,"jangan di biarin, ini akan menjadi kebiasaan, tetap di proses sesuai aturan nya"
Disgust,saya bukan orang Sunda tapi perkataanya resmob tidak di benarkan. jika ada masalah dengan seseorang yg di salahkan orangnya. jangan bawa-bawa suku
Disgust,"ujung""nya minta maaf tmpol dikit gk ngaruh kn"
Disgust,te narima gua
Disgust,matak nyarios teh ngangge bismillah jang
Disgust,ngg ada maaf..
Sadness,terlalu dalam sakit kami suku sunda
Anger,salam olahraga heula geura
Disgust,sya sbagai orang sunda g terima
Disgust,Aaarrrggghhh.... Selalu begini
Disgust,saya tidak menerima klarifikasi kamu resbob
Disgust,tidak ada maaf bagimu
Disgust,"makana ari nyarios d emut"" hla tong asal bunyi 🤦🤦"
Disgust,dia baca skrip yg telah di sediakan
Disgust,nggak ada kata maaf buat sia
Disgust,mnta maaf ms tdk smudah it ya krn q orng Sunda asli bnten
Disgust,itu udah taada kata maap
Anger,"saha anu akina masih nyimpen pribahasa ""membunuh tampa menyentuh"" nyaho mreun👍👍"
Disgust,😂😂😂
Anger,EWEUH KATA HAMPURA!!!
Disgust,"curhat neh🤣🤣🤣,eenak ja sudah salah baru minta maaf,gimana darah Sunda kasih pahamdulu gak baru kita maafkan."
Anger,kelas kau boy!!!
Disgust,"jangan kasih ampun pa
tangkap aja"
Disgust,muka B2
Disgust,"ihh buset tiba² amat di anggap dulurr, mbung ah boga dulur jiga kie"
Neutral,ga ku maaf kan
Neutral,👽👽👽
Anger,Lg streaming gagah banget lu nantangin
Disgust,"proses hukum,klu tidak d proses ,akan ada lagi seprti ini,kdpan nya-"
Disgust,🤣🤣🤣🤣🤣🤣🤣😂😂😂kok melempem 😎😎😎
Disgust,makanya punya hp gunakan yg sebenar benar nya..ucapan lebih tajam dri pda silet..
Disgust,makanya nukut itu harus di jaga klo sudah ngamuk begini ?
Disgust,ga bisa begitu loh arus di di adili
Disgust,klo ngomong mikir
Neutral,Lagian Sunda enak Bandung Jawa enak Jogja Bali enak Denpasar Indonesia suku nya bagus Betawi enak Jakarta padang enak nasi padang pokok nya Indonesia suku damai deh
Disgust,trlambat kamu
Disgust,Tangkapp!!!
Disgust,maka nya abng hati2 mun nyarios th
Disgust,ENAK AJA....HARUS DI PROSES HUKUM
Disgust,klarifikasi caduklah.Sunda nih bosss oyag hiji oyag kabeh
Anger,Helleeehhhh Prreeetttt...!
Neutral,tetap aNda saya cari
Disgust,lagi bicara ga mabok kan segampang itu kamu ngomong bro
Disgust,lanjut ke jalur hukm aja saya g terima
Anger,jangan kasih ampun dan jangan di biarkan lolos 😡😡😡😡😡
Disgust,mewek
Disgust,Adili walau sudah minta maaf
Disgust,"kudu di proses hukum,,, minta maaf Bae teu cukup"
Disgust,enak aja cuma minta maap.proses hukum.
Anger,podaran
Disgust,mustahil katanya😂😂
Disgust,sangat mudah mngucapkan kata maaf
Disgust,ngga ada maaf bagi mu
Disgust,"Di maaf kan, tp hukum tetap berlanjut. harus bertanggung jwb . Aamiin..."
Disgust,proses hukum klo cm minta mf kn bnyk lg yg seperti ni krna dengn minta mf j selesai nnti bnyk yg seperti ni harus di proses hukum
Sadness,kasihan Ibunya
Anger,Yap we urang ngaliwet d Leuweung 2 an we
Disgust,"walah teryata takut juga,"
Disgust,kacang lupa kulitnya
Disgust,penjarakan
Disgust,🤣🤣🤣🤣🤣😭😭😭😭😭😭
Anger,👊👊👊 preet ah...
Disgust,kasi aja plajaran yg setimpal..
Disgust,Harus dihukum
Disgust,hukum ttp brjalan .saya jg orang sunda ga enak hati suku sunda dihina
Disgust,kemaren nantang
Disgust,min sia harepen aing .moal mikir aing ka harep na
Neutral,😆😁😄
Disgust,make ini orang
Disgust,😂😂😂
Disgust,prose hukum harus tetap di tegakkan
Disgust,proses hukum atau sangsi sosial
Disgust,"Saya bkn orang sunda tp saya tidak terima ini harus di proses ..hukum seberat"" nya"
Disgust,sudi
Disgust,berani berbuat harus berani tangung jawab bang
Disgust,gak
Disgust,harus d proses
Disgust,Ah Kumaha sia we ontohod
Disgust,ku aing moal di hapuraken sampai paeh
Disgust,alesan ajah
Disgust,"can Aya hasil na ieu kasus th
ukur rame d medosos doang"
Disgust,tiadak maaf bagimu.
Disgust,maaf sih gampang tapi tak semudah itu sejawabarat menunggumu dengan senang hati
Disgust,sudah ku duga
Disgust,"tidak ada klarifikasi, dan tidak ada maaf,dan tidak ada alasan apapun"
Disgust,semudah kah itu minta mf'
Disgust,aing orang Sunda Karawang te terima buat apa minta maaf hukum tetap berjalan
Disgust,"Makanya kalo bikin video itu, pas mau upload itu dipikir apakah SARA atau UU ITE"
Disgust,proses hukum tetap lanjut...
Disgust,🤣🤣🤣🤣🤣
Anger,ciduhan barudak😹 [ステッカー]
Neutral,kalo dia pas ngomong itu mabuk gamungkin deh soalnya masih nyetir
Disgust,Ah Kumaha sia we ontohod
Disgust,"meni hampang eta ngabangus nyebut ""izin kan saya menyampai kan klarifikasi"" te hararayang teing aingah"
Disgust,teu hayang teuing ngemaaf keun na oge
Sadness,Nyesel
Disgust,"ganti nama deh, keberatan nama itu wkwk"
